,category,timestamp,value_date,logging_payment_timestamp,payment_timestamp,account_number,amount_payment,balance_account,entry_type,payment_type,BIC,reference_code_paymetn,IBAN,counterparty_account_id
154,Liikkuminen,2019-04-29 13:02:54.757281522,2019-04-29,2019-04-29,2019-04-29,1.0,-14.16,307.4,0.0,162.0,           ,1.0,1.0,101.0
155,Liikkuminen,2019-04-29 17:00:34.951456278,2019-04-29,2019-04-29,2019-04-29,1.0,-56.06,251.34,0.0,162.0,           ,1.0,1.0,111.0
156,Muut,2019-04-30 03:01:44.854368900,2019-04-26,2019-04-30,2019-04-30,1.0,-26.47,224.87,0.0,163.0,           ,1.0,1.0,170.0
157,Luokittelemattomat,2019-05-01 18:50:07.594936708,2019-05-01,2019-05-01,2019-05-01,1.0,-26.51,198.36,706.0,106.0,OKOYFIHH   ,1.0,0.0,191.0
158,Luokittelemattomat,2019-05-02 13:40:15.189873416,2019-05-02,2019-05-03,2019-05-02,1.0,-6.04,192.32,706.0,106.0,NDEAFIHH   ,0.0,0.0,195.0
159,Muut,2019-05-03 03:20:30.379746832,2019-05-03,2019-05-03,2019-05-03,1.0,-231.99,-39.67,0.0,105.0,OKOYFIHH   ,1.0,0.0,5.0
160,Ravintolat_kahvilat,2019-05-03 08:30:22.784810124,2019-05-03,2019-05-03,2019-05-03,1.0,-4.21,-43.88,0.0,162.0,           ,1.0,1.0,65.0
161,Ruoka_paivittaistavarakauppa,2019-05-03 22:10:37.974683540,2019-05-03,2019-05-03,2019-05-03,1.0,-7.31,-51.19,0.0,162.0,           ,1.0,1.0,50.0
162,Lemmikit,2019-05-06 11:50:53.164556956,2019-05-06,2019-05-06,2019-05-06,1.0,-14.23,-65.42,0.0,162.0,           ,1.0,1.0,142.0
163,Ruoka_paivittaistavarakauppa,2019-05-06 17:00:45.569620248,2019-05-06,2019-05-06,2019-05-06,1.0,-3.89,-69.31,0.0,162.0,           ,1.0,1.0,148.0
164,Hyvinvointijakauneus,2019-05-07 01:31:08.354430372,2019-05-07,2019-05-07,2019-05-07,1.0,-9.33,-78.64,706.0,106.0,OKOYFIHH   ,0.0,0.0,189.0
165,Kulttuuri_viihde,2019-05-07 06:41:00.759493664,2019-05-07,2019-05-07,2019-05-07,1.0,-2.22,-80.86,0.0,162.0,           ,1.0,1.0,65.0
166,Ruoka_paivittaistavarakauppa,2019-05-09 10:01:31.139240496,2019-05-09,2019-05-09,2019-05-09,1.0,-0.79,-81.65,0.0,162.0,           ,1.0,1.0,46.0
167,Ruoka_paivittaistavarakauppa,2019-05-09 15:11:23.544303788,2019-05-09,2019-05-09,2019-05-09,1.0,-10.56,-92.21,0.0,162.0,           ,1.0,1.0,149.0
168,Asuminen,2019-05-09 20:21:15.949367080,2019-05-09,2019-05-09,2019-05-09,1.0,-43.16,-135.37,706.0,106.0,OKOYFIHH   ,0.0,0.0,196.0
169,Liikkuminen,2019-05-10 04:51:38.734177204,2019-05-10,2019-05-10,2019-05-10,1.0,-7.08,-142.45,0.0,162.0,           ,1.0,1.0,137.0
170,Ruoka_paivittaistavarakauppa,2019-05-10 23:41:46.329113912,2019-05-10,2019-05-10,2019-05-10,1.0,-4.94,-147.39,0.0,162.0,           ,1.0,1.0,74.0
171,Lemmikit,2019-05-13 13:22:01.518987328,2019-05-13,2019-05-13,2019-05-13,1.0,-5.56,-152.95,0.0,162.0,           ,1.0,1.0,65.0
172,Ruoka_paivittaistavarakauppa,2019-05-13 18:31:53.924050620,2019-05-13,2019-05-13,2019-05-13,1.0,-1.75,-154.7,0.0,162.0,           ,1.0,1.0,94.0
173,Tulot,2019-05-14 08:12:09.113924036,2019-05-14,2019-05-16,2019-05-14,1.0,1.8,-152.9,710.0,588.0,           ,0.0,1.0,222.0
174,Asuminen,2019-05-15 03:02:16.708860744,2019-05-15,2019-05-15,2019-05-15,1.0,-36.78,-189.68,706.0,106.0,OKOYFIHH   ,0.0,0.0,193.0
175,Ruoka_paivittaistavarakauppa,2019-05-15 16:42:31.898734160,2019-05-15,2019-05-15,2019-05-15,1.0,-12.58,-202.26,0.0,162.0,           ,1.0,1.0,80.0
176,Ruoka_paivittaistavarakauppa,2019-05-15 21:52:24.303797452,2019-05-15,2019-05-15,2019-05-15,1.0,-3.32,-205.58,0.0,162.0,           ,1.0,1.0,55.0
177,Tulot,2019-05-16 11:32:39.493670868,2019-05-16,2019-05-16,2019-05-16,1.0,-4.99,-210.57,0.0,162.0,           ,1.0,1.0,117.0
178,Ruoka_paivittaistavarakauppa,2019-05-17 06:22:47.088607576,2019-05-17,2019-05-17,2019-05-17,1.0,-11.65,-222.22,0.0,162.0,           ,1.0,1.0,141.0
179,Kulttuuri_viihde,2019-05-20 01:12:54.683544284,2019-05-20,2019-05-20,2019-05-20,1.0,-2.41,-224.63,0.0,162.0,           ,1.0,1.0,151.0
180,Lemmikit,2019-05-20 09:43:17.468354408,2019-05-20,2019-05-20,2019-05-20,1.0,-2.34,-226.97,0.0,162.0,           ,1.0,1.0,118.0
181,Kulttuuri_viihde,2019-05-20 14:53:09.873417700,2019-05-20,2019-05-20,2019-05-20,1.0,-6.24,-233.21,0.0,162.0,           ,1.0,1.0,141.0
182,Luokittelemattomat,2019-05-21 20:03:02.278480992,2019-05-21,2019-05-21,2019-05-21,1.0,-2.5,-235.71,0.0,162.0,           ,1.0,1.0,79.0
183,Luottojen_maksut,2019-05-22 23:23:32.658227824,2019-05-22,2019-05-22,2019-05-22,1.0,-53.13,-288.84,706.0,106.0,OKOYFIHH   ,0.0,0.0,189.0
184,Kulttuuri_viihde,2019-05-23 04:33:25.063291116,2019-05-23,2019-05-23,2019-05-23,1.0,-14.23,-303.07,0.0,106.0,OKOYFIHH   ,0.0,0.0,16.0
185,Vakuutukset,2019-05-23 18:13:40.253164532,2019-05-23,2019-05-23,2019-05-23,1.0,-46.23,-349.3,706.0,106.0,OKOYFIHH   ,0.0,0.0,194.0
186,Luokittelemattomat,2019-05-24 13:03:47.848101240,2019-05-24,2019-05-24,2019-05-24,1.0,-77.66,-426.96,706.0,106.0,OKOYFIHH   ,1.0,0.0,189.0
187,Tulot,2019-05-25 07:53:55.443037948,2019-05-25,2019-05-25,2019-05-25,1.0,73.44,-353.52,0.0,588.0,           ,0.0,1.0,179.0
188,Luokittelemattomat,2019-05-27 02:44:03.037974656,2019-05-27,2019-05-27,2019-05-27,1.0,-6.82,-360.34,0.0,162.0,           ,1.0,1.0,117.0
189,Lemmikit,2019-05-27 11:14:25.822784780,2019-05-27,2019-05-27,2019-05-27,1.0,-2.1,-362.44,0.0,162.0,           ,1.0,1.0,100.0
190,Ruoka_paivittaistavarakauppa,2019-05-27 16:24:18.227848072,2019-05-27,2019-05-27,2019-05-27,1.0,-4.66,-367.1,0.0,162.0,           ,1.0,1.0,157.0
191,Ruoka_paivittaistavarakauppa,2019-05-27 21:34:10.632911364,2019-05-27,2019-05-29,2019-05-27,1.0,-15.75,-382.85,0.0,162.0,           ,1.0,1.0,116.0
192,Ravintolat_kahvilat,2019-05-29 06:04:33.417721488,2019-05-29,2019-05-29,2019-05-29,1.0,-16.58,-399.43,0.0,162.0,           ,1.0,1.0,134.0
193,Vakuutukset,2019-05-30 00:54:41.012658196,2019-05-30,2019-05-30,2019-05-30,1.0,-68.42,-467.85,706.0,106.0,OKOYFIHH   ,0.0,0.0,192.0
194,Ruoka_paivittaistavarakauppa,2019-05-30 19:44:48.607594904,2019-05-30,2019-05-30,2019-05-30,1.0,-1.0,-468.85,0.0,162.0,           ,1.0,1.0,44.0
195,Asuminen,2019-05-31 14:34:56.202531612,2019-05-31,2019-05-31,2019-05-30,1.0,-3.12,-471.97,0.0,162.0,           ,1.0,1.0,93.0
196,Muut,2019-06-01 04:14:07.058823529,2019-06-01,2019-06-01,2019-06-01,1.0,-19.2,-491.17,0.0,163.0,           ,1.0,1.0,168.0
197,Tulot,2019-06-03 08:28:14.117647058,2019-06-03,2019-06-03,2019-06-03,1.0,239.04,-252.13,710.0,588.0,           ,0.0,1.0,224.0
198,Luottojen_maksut,2019-06-04 12:42:21.176470587,2019-06-04,2019-06-04,2019-06-04,1.0,-5.11,-257.24,0.0,162.0,           ,1.0,1.0,116.0
199,Asuminen,2019-06-05 16:56:28.235294116,2019-06-05,2019-06-06,2019-06-05,1.0,-40.23,-297.47,706.0,106.0,DABAFIHH   ,0.0,0.0,189.0
200,Lapset,2019-06-06 21:10:35.294117645,2019-06-06,2019-06-06,2019-06-06,1.0,-2.14,-299.61,0.0,162.0,           ,1.0,1.0,116.0
201,Ruoka_paivittaistavarakauppa,2019-06-07 01:24:42.352941174,2019-06-07,2019-06-07,2019-06-07,1.0,-3.35,-302.96,0.0,162.0,           ,1.0,1.0,34.0
202,Ruoka_paivittaistavarakauppa,2019-06-10 05:38:49.411764703,2019-06-10,2019-06-10,2019-06-10,1.0,-30.45,-333.41,0.0,162.0,           ,1.0,1.0,87.0
203,Lapset,2019-06-10 09:52:56.470588232,2019-06-10,2019-06-10,2019-06-10,1.0,-3.13,-336.54,0.0,162.0,           ,1.0,1.0,95.0
204,Ravintolat_kahvilat,2019-06-10 14:07:03.529411761,2019-06-10,2019-06-10,2019-06-10,1.0,-7.11,-343.65,706.0,106.0,DABAFIHH   ,0.0,0.0,191.0
205,Hyvinvointi,2019-06-11 18:21:10.588235290,2019-06-11,2019-06-11,2019-06-11,1.0,-14.21,-357.86,0.0,162.0,           ,1.0,1.0,35.0
206,Hyvinvointijakauneus,2019-06-14 02:49:24.705882348,2019-06-14,2019-06-14,2019-06-14,1.0,-16.21,-374.07,706.0,106.0,DABAFIHH   ,0.0,0.0,191.0
207,Lemmikit,2019-06-14 22:35:17.647058819,2019-06-14,2019-06-14,2019-06-14,1.0,-1.65,-375.72,0.0,162.0,           ,1.0,1.0,65.0
208,Liikkuminen,2019-06-17 07:03:31.764705877,2019-06-17,2019-06-17,2019-06-17,1.0,-6.66,-382.38,0.0,162.0,           ,1.0,1.0,121.0
209,Ruoka_paivittaistavarakauppa,2019-06-17 11:17:38.823529406,2019-06-17,2019-06-17,2019-06-17,1.0,-0.65,-383.03,0.0,162.0,           ,1.0,1.0,91.0
210,Hyvinvointi,2019-06-18 15:31:45.882352935,2019-06-18,2019-06-18,2019-06-18,1.0,-3.57,-386.6,0.0,162.0,           ,1.0,1.0,148.0
211,Liikkuminen,2019-06-19 19:45:52.941176464,2019-06-19,2019-06-19,2019-06-19,1.0,-2.11,-388.71,0.0,162.0,           ,1.0,1.0,37.0
212,Ruoka_paivittaistavarakauppa,2019-06-20 23:59:59.999999993,2019-06-20,2019-06-21,2019-06-20,1.0,-7.8,-396.51,0.0,162.0,           ,1.0,1.0,122.0
213,Ruoka_paivittaistavarakauppa,2019-06-21 04:14:07.058823522,2019-06-21,2019-06-21,2019-06-21,1.0,-23.94,-420.45,0.0,162.0,           ,1.0,1.0,106.0
214,Ruoka_paivittaistavarakauppa,2019-06-24 12:42:21.176470580,2019-06-24,2019-06-24,2019-06-24,1.0,-4.2,-424.65,0.0,162.0,           ,1.0,1.0,65.0
215,Ruoka_paivittaistavarakauppa,2019-06-24 16:56:28.235294109,2019-06-24,2019-06-24,2019-06-24,1.0,-3.52,-428.17,0.0,162.0,           ,1.0,1.0,72.0
216,Tulot,2019-06-25 08:28:14.117647051,2019-06-25,2019-06-25,2019-06-25,1.0,31.09,-397.08,710.0,588.0,           ,0.0,1.0,221.0
217,Terveys,2019-06-25 21:10:35.294117638,2019-06-25,2019-06-25,2019-06-25,1.0,-1.48,-398.56,0.0,162.0,           ,1.0,1.0,158.0
218,Ruoka_paivittaistavarakauppa,2019-06-27 01:24:42.352941167,2019-06-27,2019-06-27,2019-06-27,1.0,-5.27,-403.83,0.0,162.0,           ,1.0,1.0,137.0
219,Ruoka_paivittaistavarakauppa,2019-06-27 05:38:49.411764696,2019-06-27,2019-06-27,2019-06-27,1.0,-8.93,-412.76,0.0,162.0,           ,1.0,1.0,65.0
220,Ruoka_paivittaistavarakauppa,2019-06-28 09:52:56.470588225,2019-06-28,2019-06-28,2019-06-28,1.0,-2.84,-415.6,0.0,162.0,           ,1.0,1.0,124.0
221,Tulot,2019-07-01 04:12:37.894736842,2019-07-01,2019-07-01,2019-07-01,1.0,269.22,-146.38,0.0,505.0,           ,1.0,1.0,174.0
222,Muut,2019-07-02 02:06:18.947368421,2019-07-02,2019-07-02,2019-07-02,1.0,-8.33,-154.71,0.0,105.0,OKOYFIHH   ,1.0,0.0,5.0
223,Tulot,2019-07-04 06:18:56.842105263,2019-07-04,2019-07-04,2019-07-04,1.0,344.65,189.94,701.0,521.0,           ,1.0,1.0,187.0
224,Ravintolat_kahvilat,2019-07-05 08:25:15.789473684,2019-07-05,2019-07-05,2019-07-05,1.0,-4.78,185.16,706.0,106.0,NDEAFIHH   ,0.0,0.0,189.0
225,Vakuutukset,2019-07-05 10:31:34.736842105,2019-07-05,2019-07-05,2019-07-05,1.0,-99.06,86.1,706.0,129.0,SBANFIHH   ,0.0,0.0,199.0
226,Ruoka_paivittaistavarakauppa,2019-07-08 14:44:12.631578947,2019-07-08,2019-07-09,2019-07-08,1.0,-11.05,75.05,0.0,162.0,           ,1.0,1.0,155.0
227,Ruoka_paivittaistavarakauppa,2019-07-09 16:50:31.578947368,2019-07-09,2019-07-09,2019-07-09,1.0,-32.1,42.95,0.0,162.0,           ,1.0,1.0,87.0
228,Luokittelemattomat,2019-07-10 12:37:53.684210526,2019-07-10,2019-07-10,2019-07-10,1.0,-10.49,32.46,706.0,106.0,OKOYFIHH   ,1.0,0.0,194.0
229,Ruoka_paivittaistavarakauppa,2019-07-11 18:56:50.526315789,2019-07-11,2019-07-11,2019-07-11,1.0,-3.07,29.39,0.0,162.0,           ,1.0,1.0,101.0
230,Ruoka_paivittaistavarakauppa,2019-07-11 21:03:09.473684210,2019-07-11,2019-07-11,2019-07-11,1.0,-20.97,8.42,0.0,162.0,           ,1.0,1.0,106.0
231,Ravintolat_kahvilat,2019-07-12 23:09:28.421052631,2019-07-12,2019-07-12,2019-07-12,1.0,-7.23,1.19,0.0,162.0,           ,1.0,1.0,113.0
232,Luokittelemattomat,2019-07-15 01:15:47.368421052,2019-07-15,2019-07-15,2019-07-15,1.0,-19.87,-18.68,0.0,162.0,           ,1.0,1.0,65.0
233,Hyvinvointi,2019-07-15 03:22:06.315789473,2019-07-15,2019-07-15,2019-07-15,1.0,-67.68,-86.36,0.0,106.0,OKOYFIHH   ,0.0,0.0,27.0
234,Vakuutukset,2019-07-16 05:28:25.263157894,2019-07-16,2019-07-16,2019-07-16,1.0,-86.12,-172.48,706.0,106.0,SBANFIHH   ,0.0,0.0,190.0
235,Matkailu,2019-07-17 07:34:44.210526315,2019-07-17,2019-07-17,2019-07-17,1.0,-17.84,-190.32,0.0,162.0,           ,1.0,1.0,64.0
236,Muut,2019-07-19 09:41:03.157894736,2019-07-19,2019-07-19,2019-07-19,1.0,-8.17,-198.49,0.0,163.0,           ,1.0,1.0,169.0
237,Ravintolat_kahvilat,2019-07-19 11:47:22.105263157,2019-07-19,2019-07-19,2019-07-19,1.0,-1.03,-199.52,0.0,162.0,           ,1.0,1.0,92.0
238,Ruoka_paivittaistavarakauppa,2019-07-22 13:53:41.052631578,2019-07-22,2019-07-22,2019-07-22,1.0,-2.9,-202.42,0.0,162.0,           ,1.0,1.0,145.0
239,Ravintolat_kahvilat,2019-07-22 15:59:59.999999999,2019-07-22,2019-07-22,2019-07-22,1.0,-8.47,-210.89,0.0,162.0,           ,1.0,1.0,94.0
240,Luokittelemattomat,2019-07-22 18:06:18.947368420,2019-07-22,2019-07-22,2019-07-22,1.0,-40.63,-251.52,706.0,106.0,NDEAFIHH   ,1.0,0.0,194.0
241,Muut,2019-07-24 20:12:37.894736841,2019-07-24,2019-07-24,2019-07-24,1.0,-8.61,-260.13,0.0,163.0,           ,1.0,1.0,167.0
242,Ruoka_paivittaistavarakauppa,2019-07-24 22:18:56.842105262,2019-07-24,2019-07-24,2019-07-24,1.0,-19.34,-279.47,0.0,162.0,           ,1.0,1.0,148.0
243,Liikkuminen,2019-07-25 00:25:15.789473683,2019-07-25,2019-07-25,2019-07-25,1.0,-13.72,-293.19,0.0,162.0,           ,1.0,1.0,77.0
244,Luokittelemattomat,2019-07-26 02:31:34.736842104,2019-07-26,2019-07-26,2019-07-26,1.0,-4.11,-297.3,706.0,106.0,NDEAFIHH   ,1.0,0.0,190.0
245,Ruoka_paivittaistavarakauppa,2019-07-29 06:44:12.631578946,2019-07-29,2019-07-29,2019-07-29,1.0,-4.79,-302.09,0.0,162.0,           ,1.0,1.0,59.0
246,Ruoka_paivittaistavarakauppa,2019-07-30 04:37:53.684210525,2019-07-30,2019-07-30,2019-07-30,1.0,-9.38,-311.47,0.0,162.0,           ,1.0,1.0,116.0
247,Ruoka_paivittaistavarakauppa,2019-07-30 08:50:31.578947367,2019-07-30,2019-07-30,2019-07-30,1.0,-9.21,-320.68,0.0,162.0,           ,1.0,1.0,111.0
248,Ruoka_paivittaistavarakauppa,2019-07-31 10:56:50.526315788,2019-07-31,2019-07-31,2019-07-31,1.0,-26.37,-347.05,0.0,162.0,           ,1.0,1.0,106.0
249,Ruoka_paivittaistavarakauppa,2019-08-02 02:06:18.947368421,2019-08-02,2019-08-02,2019-08-02,1.0,-4.29,-351.34,0.0,162.0,           ,1.0,1.0,127.0
250,Tulot,2019-08-02 04:12:37.894736842,2019-08-02,2019-08-02,2019-08-02,1.0,44.0,-307.34,710.0,588.0,           ,0.0,1.0,223.0
251,Ravintolat_kahvilat,2019-08-02 06:18:56.842105263,2019-08-02,2019-08-02,2019-08-02,1.0,-11.79,-319.13,0.0,163.0,           ,1.0,1.0,167.0
252,Ravintolat_kahvilat,2019-08-05 08:25:15.789473684,2019-08-05,2019-08-05,2019-08-05,1.0,-3.95,-323.08,0.0,162.0,           ,1.0,1.0,137.0
253,Ruoka_paivittaistavarakauppa,2019-08-07 10:31:34.736842105,2019-08-07,2019-08-07,2019-08-07,1.0,-9.77,-332.85,0.0,162.0,           ,1.0,1.0,96.0
254,Tulot,2019-08-07 12:37:53.684210526,2019-08-07,2019-08-07,2019-08-07,1.0,757.72,424.87,701.0,520.0,           ,1.0,1.0,184.0
255,Saastot_sijoitukset,2019-08-07 14:44:12.631578947,2019-08-07,2019-08-07,2019-08-07,1.0,-28.17,396.7,0.0,162.0,           ,1.0,1.0,128.0
256,Harrastukset,2019-08-08 18:56:50.526315789,2019-08-08,2019-08-08,2019-08-06,1.0,-2.62,394.08,0.0,162.0,           ,1.0,1.0,34.0
257,Liikkuminen,2019-08-09 16:50:31.578947368,2019-08-09,2019-08-09,2019-08-09,1.0,-76.35,317.73,0.0,162.0,           ,1.0,1.0,68.0
258,Liikkuminen,2019-08-12 21:03:09.473684210,2019-08-12,2019-08-12,2019-08-12,1.0,-10.37,307.36,0.0,162.0,           ,1.0,1.0,86.0
259,Ruoka_paivittaistavarakauppa,2019-08-12 23:09:28.421052631,2019-08-12,2019-08-12,2019-08-12,1.0,-12.36,295.0,706.0,129.0,NDEAFIHH   ,0.0,0.0,198.0
260,Ruoka_paivittaistavarakauppa,2019-08-14 01:15:47.368421052,2019-08-14,2019-08-15,2019-08-14,1.0,-13.33,281.67,0.0,162.0,           ,1.0,1.0,55.0
261,Ruoka_paivittaistavarakauppa,2019-08-15 03:22:06.315789473,2019-08-15,2019-08-15,2019-08-15,1.0,-31.72,249.95,0.0,162.0,           ,1.0,1.0,125.0
262,Tulot,2019-08-16 05:28:25.263157894,2019-08-16,2019-08-16,2019-08-16,1.0,138.87,388.82,0.0,505.0,           ,1.0,1.0,175.0
263,Ruoka_paivittaistavarakauppa,2019-08-19 07:34:44.210526315,2019-08-19,2019-08-19,2019-08-19,1.0,-2.55,386.27,0.0,162.0,           ,1.0,1.0,83.0
264,Lemmikit,2019-08-19 09:41:03.157894736,2019-08-19,2019-08-19,2019-08-19,1.0,-21.94,364.33,0.0,162.0,           ,1.0,1.0,122.0
265,Muut,2019-08-19 11:47:22.105263157,2019-08-19,2019-08-19,2019-08-19,1.0,-30.05,334.28,0.0,162.0,           ,1.0,1.0,65.0
266,Asuminen,2019-08-19 15:59:59.999999999,2019-08-19,2019-08-19,2019-08-19,1.0,-16.23,318.05,0.0,162.0,           ,1.0,1.0,39.0
267,Tulot,2019-08-20 13:53:41.052631578,2019-08-20,2019-08-20,2019-08-20,1.0,-145.36,172.69,0.0,162.0,           ,1.0,1.0,85.0
268,Ravintolat_kahvilat,2019-08-21 20:12:37.894736841,2019-08-21,2019-08-21,2019-08-21,1.0,-13.76,158.93,0.0,162.0,           ,1.0,1.0,165.0
269,Ruoka_paivittaistavarakauppa,2019-08-22 18:06:18.947368420,2019-08-22,2019-08-22,2019-08-22,1.0,-29.1,129.83,0.0,162.0,           ,1.0,1.0,86.0
270,Muut,2019-08-23 22:18:56.842105262,2019-08-23,2019-08-23,2019-08-23,1.0,-113.41,16.42,0.0,105.0,OKOYFIHH   ,1.0,0.0,6.0
271,Ruoka_paivittaistavarakauppa,2019-08-26 00:25:15.789473683,2019-08-26,2019-08-26,2019-08-26,1.0,-2.47,13.95,0.0,162.0,           ,1.0,1.0,77.0
272,Ruoka_paivittaistavarakauppa,2019-08-27 02:31:34.736842104,2019-08-27,2019-08-27,2019-08-27,1.0,-0.67,13.28,0.0,162.0,           ,1.0,1.0,52.0
273,Ruoka_paivittaistavarakauppa,2019-08-29 06:44:12.631578946,2019-08-29,2019-08-29,2019-08-29,1.0,-5.34,7.94,0.0,162.0,           ,1.0,1.0,145.0
274,Tulot,2019-08-30 04:37:53.684210525,2019-08-30,2019-08-30,2019-08-30,1.0,0.31,8.25,710.0,588.0,           ,0.0,1.0,221.0
275,Asuminen,2019-08-30 08:50:31.578947367,2019-08-30,2019-08-30,2019-08-30,1.0,-16.2,-7.95,706.0,129.0,OKOYFIHH   ,0.0,0.0,199.0
276,Muut,2019-08-30 10:56:50.526315788,2019-08-30,2019-08-30,2019-08-30,1.0,-6.11,-14.06,0.0,163.0,           ,1.0,1.0,168.0
277,Tulot,2019-09-02 11:07:19.024390243,2019-09-02,2019-09-02,2019-09-02,1.0,303.34,289.28,701.0,520.0,           ,1.0,1.0,186.0
278,Muut,2019-09-03 22:14:38.048780486,2019-09-03,2019-09-03,2019-09-03,1.0,-26.02,263.26,0.0,163.0,           ,1.0,1.0,167.0
279,Vakuutukset,2019-09-05 09:21:57.073170729,2019-09-05,2019-09-05,2019-09-05,1.0,-13.06,250.2,706.0,129.0,OKOYFIHH   ,0.0,0.0,200.0
280,Ravintolat_kahvilat,2019-09-06 20:29:16.097560972,2019-09-06,2019-09-06,2019-09-06,1.0,-11.76,238.44,0.0,162.0,           ,1.0,1.0,148.0
281,Ruoka_paivittaistavarakauppa,2019-09-09 05:51:13.170731701,2019-09-09,2019-09-09,2019-09-09,1.0,-13.79,224.65,0.0,162.0,           ,1.0,1.0,135.0
282,Hyvinvointijakauneus,2019-09-09 07:36:35.121951215,2019-09-09,2019-09-09,2019-09-09,1.0,-26.36,198.29,0.0,162.0,           ,1.0,1.0,111.0
283,Ruoka_paivittaistavarakauppa,2019-09-09 18:43:54.146341458,2019-09-09,2019-09-09,2019-09-09,1.0,-28.8,169.49,0.0,162.0,           ,1.0,1.0,79.0
284,Tulot,2019-09-12 16:58:32.195121944,2019-09-12,2019-09-12,2019-09-12,1.0,94.86,264.35,710.0,588.0,           ,0.0,1.0,223.0
285,Ruoka_paivittaistavarakauppa,2019-09-16 02:20:29.268292673,2019-09-16,2019-09-16,2019-09-16,1.0,-52.22,212.13,0.0,162.0,           ,1.0,1.0,140.0
286,Muut,2019-09-16 04:05:51.219512187,2019-09-16,2019-09-16,2019-09-16,1.0,-316.96,-104.83,706.0,147.0,OKOYFIHH   ,0.0,0.0,206.0
287,Ruoka_paivittaistavarakauppa,2019-09-16 15:13:10.243902430,2019-09-16,2019-09-16,2019-09-16,1.0,-4.71,-109.54,0.0,162.0,           ,1.0,1.0,90.0
288,Ravintolat_kahvilat,2019-09-18 13:27:48.292682916,2019-09-18,2019-09-18,2019-09-18,1.0,-3.96,-113.5,0.0,162.0,           ,1.0,1.0,65.0
289,Ravintolat_kahvilat,2019-09-20 00:35:07.317073159,2019-09-20,2019-09-20,2019-09-20,1.0,-2.33,-115.83,0.0,162.0,           ,1.0,1.0,101.0
290,Lemmikit,2019-09-20 11:42:26.341463402,2019-09-20,2019-09-20,2019-09-20,1.0,-1.44,-117.27,0.0,162.0,           ,1.0,1.0,68.0
291,Tulot,2019-09-23 22:49:45.365853645,2019-09-23,2019-09-24,2019-09-23,1.0,-12.63,-129.9,0.0,162.0,           ,1.0,1.0,40.0
292,Ruoka_paivittaistavarakauppa,2019-09-24 09:57:04.390243888,2019-09-24,2019-09-24,2019-09-24,1.0,-11.74,-141.64,0.0,162.0,           ,1.0,1.0,95.0
293,Ruoka_paivittaistavarakauppa,2019-09-25 21:04:23.414634131,2019-09-25,2019-09-25,2019-09-25,1.0,-13.73,-155.37,0.0,162.0,           ,1.0,1.0,80.0
294,Muut,2019-09-27 08:11:42.439024374,2019-09-27,2019-09-27,2019-09-27,1.0,-32.33,-187.7,0.0,163.0,           ,1.0,1.0,168.0
295,Ruoka_paivittaistavarakauppa,2019-09-27 19:19:01.463414617,2019-09-27,2019-09-27,2019-09-27,1.0,-3.47,-191.17,0.0,162.0,           ,1.0,1.0,35.0
296,Muut,2019-09-30 06:26:20.487804860,2019-09-30,2019-09-30,2019-09-30,1.0,-23.6,-214.77,0.0,162.0,           ,1.0,1.0,92.0
297,Tulot,2019-10-01 22:53:32.307692307,2019-10-01,2019-10-01,2019-10-01,1.0,219.24,4.47,701.0,520.0,           ,1.0,1.0,182.0
298,Ruoka_paivittaistavarakauppa,2019-10-02 21:47:04.615384614,2019-10-02,2019-10-02,2019-10-02,1.0,-3.52,0.95,0.0,162.0,           ,1.0,1.0,61.0
299,Ruoka_paivittaistavarakauppa,2019-10-03 20:40:36.923076921,2019-10-03,2019-10-03,2019-10-02,1.0,-3.98,-3.03,0.0,162.0,           ,1.0,1.0,148.0
300,Asuminen,2019-10-04 19:34:09.230769228,2019-10-04,2019-10-04,2019-10-04,1.0,-30.69,-33.72,0.0,106.0,NDEAFIHH   ,0.0,0.0,28.0
301,Muut,2019-10-05 18:27:41.538461535,2019-10-05,2019-10-05,2019-10-04,1.0,-11.6,-45.32,0.0,163.0,           ,1.0,1.0,169.0
302,Harrastukset,2019-10-07 16:14:46.153846149,2019-10-07,2019-10-07,2019-10-07,1.0,-3.17,-48.49,0.0,162.0,           ,1.0,1.0,56.0
303,Ravintolat_kahvilat,2019-10-07 17:21:13.846153842,2019-10-07,2019-10-07,2019-10-07,1.0,-4.5,-52.99,0.0,162.0,           ,1.0,1.0,112.0
304,Lemmikit,2019-10-08 15:08:18.461538456,2019-10-08,2019-10-08,2019-10-08,1.0,-4.7,-57.69,0.0,162.0,           ,1.0,1.0,148.0
305,Ruoka_paivittaistavarakauppa,2019-10-10 12:55:23.076923070,2019-10-10,2019-10-10,2019-10-10,1.0,-0.55,-58.24,0.0,162.0,           ,1.0,1.0,85.0
306,Lapset,2019-10-10 14:01:50.769230763,2019-10-10,2019-10-10,2019-10-10,1.0,-6.14,-64.38,0.0,162.0,           ,1.0,1.0,69.0
307,Saastot_sijoitukset,2019-10-11 11:48:55.384615377,2019-10-11,2019-10-14,2019-10-11,1.0,-49.33,-113.71,706.0,129.0,NDEAFIHH   ,0.0,0.0,204.0
308,Ruoka_paivittaistavarakauppa,2019-10-14 07:23:04.615384605,2019-10-14,2019-10-14,2019-10-14,1.0,-1.47,-115.18,0.0,162.0,           ,1.0,1.0,36.0
